naif,2,1,0.001846
naif,2,1,0.001095
naif,2,1,0.001049
naif,2,1,0.000979
naif,2,1,0.001331
naif,2,1,0.001026
naif,2,1,0.002217
naif,2,1,0.001063
naif,2,1,0.001022
naif,2,1,0.000883
naif,4,3,0.001272
naif,4,3,0.00101
naif,4,3,0.001018
naif,4,3,0.001065
naif,4,3,0.001003
naif,4,3,0.001236
naif,4,3,0.001184
naif,4,3,0.001212
naif,4,3,0.001053
naif,4,3,0.001082
naif,8,7,0.001251
naif,8,7,0.000868
naif,8,7,0.001656
naif,8,7,0.001034
naif,8,7,0.001005
naif,8,7,0.001153
naif,8,7,0.001005
naif,8,7,0.001271
naif,8,7,0.001317
naif,8,7,0.002079
naif,10,9,0.001923
naif,10,9,0.002303
naif,10,9,0.001944
naif,10,9,0.002072
naif,10,9,0.002009
naif,10,9,0.001877
naif,10,9,0.001888
naif,10,9,0.002042
naif,10,9,0.002055
naif,10,9,0.002217
naif,12,11,0.013606
naif,12,11,0.013484
naif,12,11,0.013782
naif,12,11,0.014092
naif,12,11,0.014158
naif,12,11,0.013876
naif,12,11,0.013193
naif,12,11,0.013417
naif,12,11,0.012987
naif,12,11,0.012851
naif,14,13,0.160638
naif,14,13,0.158206
naif,14,13,0.171835
naif,14,13,0.162599
naif,14,13,0.15906
naif,14,13,0.158237
naif,14,13,0.165212
naif,14,13,0.163943
naif,14,13,0.157239
naif,14,13,0.164026
reduction,2,1,0.001206
reduction,2,1,0.001039
reduction,2,1,0.001027
reduction,2,1,0.001204
reduction,2,1,0.001119
reduction,2,1,0.001887
reduction,2,1,0.001153
reduction,2,1,0.001059
reduction,2,1,0.001021
reduction,2,1,0.001497
reduction,4,3,0.00107
reduction,4,3,0.001106
reduction,4,3,0.001272
reduction,4,3,0.001727
reduction,4,3,0.001356
reduction,4,3,0.001361
reduction,4,3,0.001415
reduction,4,3,0.002047
reduction,4,3,0.000826
reduction,4,3,0.002297
reduction,8,7,0.002256
reduction,8,7,0.000912
reduction,8,7,0.001345
reduction,8,7,0.001097
reduction,8,7,0.000941
reduction,8,7,0.001145
reduction,8,7,0.000906
reduction,8,7,0.000876
reduction,8,7,0.00107
reduction,8,7,0.001731
reduction,10,9,0.001415
reduction,10,9,0.001515
reduction,10,9,0.001779
reduction,10,9,0.001547
reduction,10,9,0.001348
reduction,10,9,0.001392
reduction,10,9,0.002117
reduction,10,9,0.001446
reduction,10,9,0.001448
reduction,10,9,0.001399
reduction,12,11,0.004907
reduction,12,11,0.00469
reduction,12,11,0.004452
reduction,12,11,0.004411
reduction,12,11,0.004478
reduction,12,11,0.005143
reduction,12,11,0.005305
reduction,12,11,0.004558
reduction,12,11,0.004862
reduction,12,11,0.005052
reduction,14,13,0.086917
reduction,14,13,0.086476
reduction,14,13,0.086517
reduction,14,13,0.086931
reduction,14,13,0.086699
reduction,14,13,0.087645
reduction,14,13,0.08775
reduction,14,13,0.087418
reduction,14,13,0.087088
reduction,14,13,0.087272
full-reduction,2,1,0.001129
full-reduction,2,1,0.001347
full-reduction,2,1,0.000999
full-reduction,2,1,0.001059
full-reduction,2,1,0.001007
full-reduction,2,1,0.001116
full-reduction,2,1,0.001088
full-reduction,2,1,0.001054
full-reduction,2,1,0.001456
full-reduction,2,1,0.001285
full-reduction,4,3,0.00145
full-reduction,4,3,0.001504
full-reduction,4,3,0.001102
full-reduction,4,3,0.000905
full-reduction,4,3,0.001098
full-reduction,4,3,0.001027
full-reduction,4,3,0.001869
full-reduction,4,3,0.000918
full-reduction,4,3,0.00103
full-reduction,4,3,0.001349
full-reduction,8,7,0.001339
full-reduction,8,7,0.001075
full-reduction,8,7,0.00124
full-reduction,8,7,0.000989
full-reduction,8,7,0.000888
full-reduction,8,7,0.001013
full-reduction,8,7,0.00114
full-reduction,8,7,0.001213
full-reduction,8,7,0.001035
full-reduction,8,7,0.000977
full-reduction,10,9,0.001702
full-reduction,10,9,0.001447
full-reduction,10,9,0.001348
full-reduction,10,9,0.001969
full-reduction,10,9,0.001409
full-reduction,10,9,0.001448
full-reduction,10,9,0.001721
full-reduction,10,9,0.001466
full-reduction,10,9,0.001427
full-reduction,10,9,0.002391
full-reduction,12,11,0.004905
full-reduction,12,11,0.005162
full-reduction,12,11,0.004526
full-reduction,12,11,0.005064
full-reduction,12,11,0.005355
full-reduction,12,11,0.004986
full-reduction,12,11,0.004941
full-reduction,12,11,0.004899
full-reduction,12,11,0.003969
full-reduction,12,11,0.004913
full-reduction,14,13,0.079266
full-reduction,14,13,0.079453
full-reduction,14,13,0.079381
full-reduction,14,13,0.079834
full-reduction,14,13,0.079681
full-reduction,14,13,0.080739
full-reduction,14,13,0.079625
full-reduction,14,13,0.079792
full-reduction,14,13,0.080095
full-reduction,14,13,0.079615
