simd,24,2,1,0.00101
sequential,24,2,1,0
parallel,24,2,1,0.001
simd,24,2,1,0.000999
sequential,24,2,1,0
parallel,24,2,1,0
simd,24,2,1,0.000999
sequential,24,2,1,0
parallel,24,2,1,0
simd,24,2,1,0
sequential,24,2,1,0
parallel,24,2,1,0.001015
simd,24,2,1,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,1,4,3,0
parallel,1,4,3,0
simd,1,4,3,0
sequential,2,4,3,0
parallel,2,4,3,0
simd,2,4,3,0
sequential,2,4,3,0
parallel,2,4,3,0
simd,2,4,3,0
sequential,2,4,3,0
parallel,2,4,3,0
simd,2,4,3,0.001
sequential,2,4,3,0
parallel,2,4,3,0
simd,2,4,3,0
sequential,2,4,3,0
parallel,2,4,3,0
simd,2,4,3,8e-06
sequential,2,4,3,0
parallel,2,4,3,0
simd,2,4,3,0
sequential,2,4,3,0
parallel,2,4,3,0.000997
simd,2,4,3,0.001001
sequential,2,4,3,0
parallel,2,4,3,0.000995
simd,2,4,3,0
sequential,2,4,3,0
parallel,2,4,3,0
simd,2,4,3,0
sequential,2,4,3,0
parallel,2,4,3,0
simd,2,4,3,0
sequential,4,4,3,0
parallel,4,4,3,0.000316
simd,4,4,3,0.000657
sequential,4,4,3,0
parallel,4,4,3,0
simd,4,4,3,0
sequential,4,4,3,0
parallel,4,4,3,0
simd,4,4,3,0
sequential,4,4,3,0
parallel,4,4,3,0
simd,4,4,3,0
sequential,4,4,3,0
parallel,4,4,3,0
simd,4,4,3,0
sequential,4,4,3,0
parallel,4,4,3,0
simd,4,4,3,0
sequential,4,4,3,0
parallel,4,4,3,0
simd,4,4,3,0.001
sequential,4,4,3,0
parallel,4,4,3,0
simd,4,4,3,0.000997
sequential,4,4,3,0
parallel,4,4,3,0
simd,4,4,3,0
sequential,4,4,3,0
parallel,4,4,3,0
simd,4,4,3,0
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0.001002
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0.000992
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0.001001
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0
sequential,6,4,3,0
parallel,6,4,3,0
simd,6,4,3,0
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0.000989
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0
sequential,8,4,3,0
parallel,8,4,3,0
simd,8,4,3,0
sequential,12,4,3,0
parallel,12,4,3,0
simd,12,4,3,0
sequential,12,4,3,0
parallel,12,4,3,0
simd,12,4,3,0
sequential,12,4,3,0
parallel,12,4,3,0
simd,12,4,3,0
sequential,12,4,3,0
parallel,12,4,3,0
simd,12,4,3,0.000999
sequential,12,4,3,0
parallel,12,4,3,0
simd,12,4,3,0.000998
sequential,12,4,3,0
parallel,12,4,3,0
simd,12,4,3,0.000995
sequential,12,4,3,0
parallel,12,4,3,0.001002
simd,12,4,3,0
sequential,12,4,3,0
parallel,12,4,3,0.000998
simd,12,4,3,0
sequential,12,4,3,0
parallel,12,4,3,0
simd,12,4,3,0
sequential,12,4,3,0
parallel,12,4,3,0
simd,12,4,3,0.001003
sequential,24,4,3,0
parallel,24,4,3,0
simd,24,4,3,0
sequential,24,4,3,0
parallel,24,4,3,0
simd,24,4,3,0
sequential,24,4,3,0
parallel,24,4,3,0
simd,24,4,3,0
sequential,24,4,3,0
parallel,24,4,3,0
simd,24,4,3,0
sequential,24,4,3,0
parallel,24,4,3,0.001001
simd,24,4,3,0
sequential,24,4,3,0
parallel,24,4,3,0
simd,24,4,3,0
sequential,24,4,3,0
parallel,24,4,3,0
simd,24,4,3,0.000997
sequential,24,4,3,0
parallel,24,4,3,0
simd,24,4,3,0
sequential,24,4,3,0
parallel,24,4,3,0
simd,24,4,3,0.001003
sequential,24,4,3,0
parallel,24,4,3,0
simd,24,4,3,0
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0.001
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0
sequential,1,8,7,0
parallel,1,8,7,0
simd,1,8,7,0
sequential,2,8,7,0
parallel,2,8,7,0
simd,2,8,7,0
sequential,2,8,7,0
parallel,2,8,7,0.001
simd,2,8,7,0.001001
sequential,2,8,7,0
parallel,2,8,7,0
simd,2,8,7,0
sequential,2,8,7,0
parallel,2,8,7,0
simd,2,8,7,0.000971
sequential,2,8,7,0
parallel,2,8,7,0
simd,2,8,7,0
sequential,2,8,7,0
parallel,2,8,7,0.001024
simd,2,8,7,0
sequential,2,8,7,0
parallel,2,8,7,0
simd,2,8,7,0
sequential,2,8,7,0
parallel,2,8,7,0
simd,2,8,7,0
sequential,2,8,7,0
parallel,2,8,7,0
simd,2,8,7,0.000999
sequential,2,8,7,0
parallel,2,8,7,0
simd,2,8,7,0
sequential,4,8,7,0
parallel,4,8,7,0
simd,4,8,7,0
sequential,4,8,7,0
parallel,4,8,7,0
simd,4,8,7,0
sequential,4,8,7,0
parallel,4,8,7,0
simd,4,8,7,0
sequential,4,8,7,0
parallel,4,8,7,0
simd,4,8,7,0
sequential,4,8,7,0
parallel,4,8,7,0.001003
simd,4,8,7,0
sequential,4,8,7,0
parallel,4,8,7,0
simd,4,8,7,0
sequential,4,8,7,0
parallel,4,8,7,0
simd,4,8,7,0.000999
sequential,4,8,7,0
parallel,4,8,7,0
simd,4,8,7,0
sequential,4,8,7,0
parallel,4,8,7,0
simd,4,8,7,0
sequential,4,8,7,0
parallel,4,8,7,0.000995
simd,4,8,7,0
sequential,6,8,7,0
parallel,6,8,7,0
simd,6,8,7,0
sequential,6,8,7,0
parallel,6,8,7,0
simd,6,8,7,0
sequential,6,8,7,0
parallel,6,8,7,0
simd,6,8,7,0
sequential,6,8,7,0
parallel,6,8,7,0
simd,6,8,7,0
sequential,6,8,7,0
parallel,6,8,7,0
simd,6,8,7,0.000999
sequential,6,8,7,0
parallel,6,8,7,0.000999
simd,6,8,7,0
sequential,6,8,7,0
parallel,6,8,7,0.001012
simd,6,8,7,0.000999
sequential,6,8,7,0
parallel,6,8,7,0.001003
simd,6,8,7,0
sequential,6,8,7,0
parallel,6,8,7,0.000437
simd,6,8,7,0.000419
sequential,6,8,7,0
parallel,6,8,7,0
simd,6,8,7,0
sequential,8,8,7,0
parallel,8,8,7,0.000991
simd,8,8,7,0
sequential,8,8,7,0
parallel,8,8,7,0
simd,8,8,7,0
sequential,8,8,7,0
parallel,8,8,7,0
simd,8,8,7,0
sequential,8,8,7,0
parallel,8,8,7,0
simd,8,8,7,0
sequential,8,8,7,0
parallel,8,8,7,0
simd,8,8,7,0
sequential,8,8,7,0
parallel,8,8,7,0
simd,8,8,7,0
sequential,8,8,7,0
parallel,8,8,7,0
simd,8,8,7,0
sequential,8,8,7,0.001001
parallel,8,8,7,0
simd,8,8,7,0
sequential,8,8,7,0
parallel,8,8,7,0
simd,8,8,7,0
sequential,8,8,7,0
parallel,8,8,7,0
simd,8,8,7,0
sequential,12,8,7,0
parallel,12,8,7,0
simd,12,8,7,0.001019
sequential,12,8,7,0
parallel,12,8,7,0.001008
simd,12,8,7,0
sequential,12,8,7,0
parallel,12,8,7,0
simd,12,8,7,0
sequential,12,8,7,0
parallel,12,8,7,0
simd,12,8,7,0
sequential,12,8,7,0
parallel,12,8,7,0
simd,12,8,7,0
sequential,12,8,7,0
parallel,12,8,7,0.000998
simd,12,8,7,0.001004
sequential,12,8,7,0
parallel,12,8,7,0
simd,12,8,7,0
sequential,12,8,7,0
parallel,12,8,7,0.001001
simd,12,8,7,0.000992
sequential,12,8,7,0
parallel,12,8,7,0.00101
simd,12,8,7,0
sequential,12,8,7,0
parallel,12,8,7,0
simd,12,8,7,0.000993
sequential,24,8,7,0
parallel,24,8,7,0
simd,24,8,7,0
sequential,24,8,7,0
parallel,24,8,7,0.000998
simd,24,8,7,0
sequential,24,8,7,0
parallel,24,8,7,0
simd,24,8,7,0
sequential,24,8,7,0
parallel,24,8,7,0
simd,24,8,7,0
sequential,24,8,7,0
parallel,24,8,7,0.000995
simd,24,8,7,0
sequential,24,8,7,0
parallel,24,8,7,0
simd,24,8,7,0.000997
sequential,24,8,7,0
parallel,24,8,7,0
simd,24,8,7,0
sequential,24,8,7,0.000582
parallel,24,8,7,0
simd,24,8,7,0
sequential,24,8,7,0
parallel,24,8,7,0.001003
simd,24,8,7,0.000994
sequential,24,8,7,0
parallel,24,8,7,0.001
simd,24,8,7,0.000998
sequential,1,10,9,0
parallel,1,10,9,0.000998
simd,1,10,9,0
sequential,1,10,9,0.000998
parallel,1,10,9,0.000999
simd,1,10,9,0.001001
sequential,1,10,9,0.000999
parallel,1,10,9,0
simd,1,10,9,0.001001
sequential,1,10,9,0.001
parallel,1,10,9,0.000998
simd,1,10,9,0.00103
sequential,1,10,9,0.000995
parallel,1,10,9,0.000998
simd,1,10,9,0.000998
sequential,1,10,9,0.001002
parallel,1,10,9,0.000987
simd,1,10,9,0.000998
sequential,1,10,9,0.001
parallel,1,10,9,0.00098
simd,1,10,9,0.001
sequential,1,10,9,0.000998
parallel,1,10,9,0
simd,1,10,9,0
sequential,1,10,9,0.000996
parallel,1,10,9,0
simd,1,10,9,0.001004
sequential,1,10,9,0.000998
parallel,1,10,9,0.000999
simd,1,10,9,0.001
sequential,2,10,9,0.001029
parallel,2,10,9,0.001034
simd,2,10,9,0.000992
sequential,2,10,9,0.000998
parallel,2,10,9,0.000109
simd,2,10,9,0
sequential,2,10,9,0.000997
parallel,2,10,9,0
simd,2,10,9,0
sequential,2,10,9,0.001
parallel,2,10,9,0.000994
simd,2,10,9,0.001
sequential,2,10,9,0.001
parallel,2,10,9,0.001001
simd,2,10,9,0.001004
sequential,2,10,9,0.000995
parallel,2,10,9,0
simd,2,10,9,0
sequential,2,10,9,0.000995
parallel,2,10,9,0
simd,2,10,9,0
sequential,2,10,9,0.00103
parallel,2,10,9,0
simd,2,10,9,0.001
sequential,2,10,9,0.000983
parallel,2,10,9,0
simd,2,10,9,0.001002
sequential,2,10,9,0.000999
parallel,2,10,9,0.001001
simd,2,10,9,0.000988
sequential,4,10,9,0.001005
parallel,4,10,9,0.000994
simd,4,10,9,0
sequential,4,10,9,0.000993
parallel,4,10,9,0
simd,4,10,9,0
sequential,4,10,9,0.001009
parallel,4,10,9,0
simd,4,10,9,0.001004
sequential,4,10,9,0
parallel,4,10,9,0.000982
simd,4,10,9,0
sequential,4,10,9,0.000995
parallel,4,10,9,0.001008
simd,4,10,9,0
sequential,4,10,9,0.000999
parallel,4,10,9,0
simd,4,10,9,0.001002
sequential,4,10,9,0.001011
parallel,4,10,9,0.001001
simd,4,10,9,0.000999
sequential,4,10,9,0.001001
parallel,4,10,9,0.001003
simd,4,10,9,0
sequential,4,10,9,0.001
parallel,4,10,9,0
simd,4,10,9,0.001001
sequential,4,10,9,0.000999
parallel,4,10,9,0.001002
simd,4,10,9,0.001
sequential,6,10,9,0.001004
parallel,6,10,9,0
simd,6,10,9,0
sequential,6,10,9,0
parallel,6,10,9,0
simd,6,10,9,0.001
sequential,6,10,9,0.001003
parallel,6,10,9,0
simd,6,10,9,0
sequential,6,10,9,0.001
parallel,6,10,9,0
simd,6,10,9,0.001001
sequential,6,10,9,0.001
parallel,6,10,9,0
simd,6,10,9,0.000981
sequential,6,10,9,0.000998
parallel,6,10,9,0
simd,6,10,9,0
sequential,6,10,9,0.000997
parallel,6,10,9,0.001001
simd,6,10,9,0
sequential,6,10,9,0.001002
parallel,6,10,9,0
simd,6,10,9,0.001
sequential,6,10,9,0.000998
parallel,6,10,9,0
simd,6,10,9,0
sequential,6,10,9,0
parallel,6,10,9,0
simd,6,10,9,0.000992
sequential,8,10,9,0.001001
parallel,8,10,9,0.001003
simd,8,10,9,0
sequential,8,10,9,0.001
parallel,8,10,9,0
simd,8,10,9,0.001002
sequential,8,10,9,0
parallel,8,10,9,0.000999
simd,8,10,9,0
sequential,8,10,9,0.000999
parallel,8,10,9,0
simd,8,10,9,0.001
sequential,8,10,9,0.001019
parallel,8,10,9,0.001014
simd,8,10,9,0
sequential,8,10,9,0
parallel,8,10,9,0.001001
simd,8,10,9,0
sequential,8,10,9,0.001029
parallel,8,10,9,0
simd,8,10,9,0
sequential,8,10,9,0.001001
parallel,8,10,9,0
simd,8,10,9,0
sequential,8,10,9,0.001
parallel,8,10,9,0
simd,8,10,9,0
sequential,8,10,9,0.000991
parallel,8,10,9,0
simd,8,10,9,0
sequential,12,10,9,0
parallel,12,10,9,0
simd,12,10,9,0.000687
sequential,12,10,9,0.001016
parallel,12,10,9,0
simd,12,10,9,0.001009
sequential,12,10,9,0.001001
parallel,12,10,9,0
simd,12,10,9,0
sequential,12,10,9,0.000998
parallel,12,10,9,0.000999
simd,12,10,9,0
sequential,12,10,9,0
parallel,12,10,9,0.001013
simd,12,10,9,0
sequential,12,10,9,0.000996
parallel,12,10,9,0
simd,12,10,9,0.000999
sequential,12,10,9,0.000998
parallel,12,10,9,0
simd,12,10,9,0.003976
sequential,12,10,9,0.000999
parallel,12,10,9,0
simd,12,10,9,0
sequential,12,10,9,0.000999
parallel,12,10,9,0.001001
simd,12,10,9,0.001006
sequential,12,10,9,0.000999
parallel,12,10,9,0
simd,12,10,9,0
sequential,24,10,9,0.001
parallel,24,10,9,0
simd,24,10,9,0
sequential,24,10,9,0
parallel,24,10,9,0
simd,24,10,9,0
sequential,24,10,9,0
parallel,24,10,9,0.001016
simd,24,10,9,0.001004
sequential,24,10,9,0.001
parallel,24,10,9,0
simd,24,10,9,0.001
sequential,24,10,9,0
parallel,24,10,9,0
simd,24,10,9,0
sequential,24,10,9,0.000995
parallel,24,10,9,0
simd,24,10,9,0
sequential,24,10,9,0.000997
parallel,24,10,9,0
simd,24,10,9,0
sequential,24,10,9,0.000612
parallel,24,10,9,0
simd,24,10,9,0
sequential,24,10,9,0
parallel,24,10,9,0
simd,24,10,9,0.000997
sequential,24,10,9,0.001001
parallel,24,10,9,0.001
simd,24,10,9,0
sequential,1,12,11,0.013013
parallel,1,12,11,0.011002
simd,1,12,11,0
sequential,1,12,11,0.014021
parallel,1,12,11,0.012035
simd,1,12,11,0.012007
sequential,1,12,11,0.013002
parallel,1,12,11,0.011967
simd,1,12,11,0.012
sequential,1,12,11,0.015041
parallel,1,12,11,0.013037
simd,1,12,11,0.013041
sequential,1,12,11,0.012009
parallel,1,12,11,0.011999
simd,1,12,11,0.011998
sequential,1,12,11,0.014
parallel,1,12,11,0.011993
simd,1,12,11,0.012002
sequential,1,12,11,0.011998
parallel,1,12,11,0.011955
simd,1,12,11,0.011998
sequential,1,12,11,0.012992
parallel,1,12,11,0.011992
simd,1,12,11,0.015004
sequential,1,12,11,0.011998
parallel,1,12,11,0.010999
simd,1,12,11,0.012942
sequential,1,12,11,0.011
parallel,1,12,11,0.011959
simd,1,12,11,0.013999
sequential,2,12,11,0.014969
parallel,2,12,11,0.006034
simd,2,12,11,0.016901
sequential,2,12,11,0.011964
parallel,2,12,11,0.006996
simd,2,12,11,0.006994
sequential,2,12,11,0.012004
parallel,2,12,11,0.009012
simd,2,12,11,0.007995
sequential,2,12,11,0.012039
parallel,2,12,11,0.008008
simd,2,12,11,0.00699
sequential,2,12,11,0.021949
parallel,2,12,11,0.00703
simd,2,12,11,0.007004
sequential,2,12,11,0.013994
parallel,2,12,11,0.00728
simd,2,12,11,0
sequential,2,12,11,0.012001
parallel,2,12,11,0.007013
simd,2,12,11,0.006573
sequential,2,12,11,0.012
parallel,2,12,11,0.019011
simd,2,12,11,0.008011
sequential,2,12,11,0.014958
parallel,2,12,11,0.004998
simd,2,12,11,0.007001
sequential,2,12,11,0.015625
parallel,2,12,11,0.007977
simd,2,12,11,0.007536
sequential,4,12,11,0.014
parallel,4,12,11,0.004001
simd,4,12,11,0.002998
sequential,4,12,11,0.015014
parallel,4,12,11,0
simd,4,12,11,0.002995
sequential,4,12,11,0.011984
parallel,4,12,11,0.002997
simd,4,12,11,0.002997
sequential,4,12,11,0.013001
parallel,4,12,11,0.002994
simd,4,12,11,0.003998
sequential,4,12,11,0.014
parallel,4,12,11,0.005003
simd,4,12,11,0.003996
sequential,4,12,11,0.012998
parallel,4,12,11,0.002999
simd,4,12,11,0.003995
sequential,4,12,11,0.01198
parallel,4,12,11,0.003
simd,4,12,11,0.003999
sequential,4,12,11,0.012999
parallel,4,12,11,0.004013
simd,4,12,11,0.003998
sequential,4,12,11,0.011999
parallel,4,12,11,0.004
simd,4,12,11,0.003994
sequential,4,12,11,0.012024
parallel,4,12,11,0.002996
simd,4,12,11,0.004002
sequential,6,12,11,0.013
parallel,6,12,11,0.001995
simd,6,12,11,0.003008
sequential,6,12,11,0.014025
parallel,6,12,11,0.002999
simd,6,12,11,0.002003
sequential,6,12,11,0.015901
parallel,6,12,11,0.00198
simd,6,12,11,0.002
sequential,6,12,11,0.013989
parallel,6,12,11,0.003004
simd,6,12,11,0.003
sequential,6,12,11,0.014016
parallel,6,12,11,0.002998
simd,6,12,11,0.002
sequential,6,12,11,0.013967
parallel,6,12,11,0.002997
simd,6,12,11,0.003039
sequential,6,12,11,0.012036
parallel,6,12,11,0.001998
simd,6,12,11,0.002999
sequential,6,12,11,0.011997
parallel,6,12,11,0.001997
simd,6,12,11,0.002
sequential,6,12,11,0.011997
parallel,6,12,11,0.002999
simd,6,12,11,0.001997
sequential,6,12,11,0.012996
parallel,6,12,11,0.00197
simd,6,12,11,0.002
sequential,8,12,11,0.012994
parallel,8,12,11,0.001999
simd,8,12,11,0.001995
sequential,8,12,11,0.012974
parallel,8,12,11,0.002006
simd,8,12,11,0.002001
sequential,8,12,11,0.014032
parallel,8,12,11,0.00299
simd,8,12,11,0.003885
sequential,8,12,11,0.011029
parallel,8,12,11,0.003
simd,8,12,11,0.002997
sequential,8,12,11,0.014971
parallel,8,12,11,0.001994
simd,8,12,11,0.00214
sequential,8,12,11,0.011991
parallel,8,12,11,0.001987
simd,8,12,11,0.008328
sequential,8,12,11,0.015002
parallel,8,12,11,0.002
simd,8,12,11,0.001999
sequential,8,12,11,0.012
parallel,8,12,11,0.002999
simd,8,12,11,0.002001
sequential,8,12,11,0.014009
parallel,8,12,11,0.003959
simd,8,12,11,0.001999
sequential,8,12,11,0.01204
parallel,8,12,11,0.003003
simd,8,12,11,0.004005
sequential,12,12,11,0.01404
parallel,12,12,11,0.001968
simd,12,12,11,0.003011
sequential,12,12,11,0.015996
parallel,12,12,11,0.002995
simd,12,12,11,0.003012
sequential,12,12,11,0.014984
parallel,12,12,11,0
simd,12,12,11,0.002995
sequential,12,12,11,0.014962
parallel,12,12,11,0.001995
simd,12,12,11,0.002986
sequential,12,12,11,0.016001
parallel,12,12,11,0.001997
simd,12,12,11,0.001999
sequential,12,12,11,0.012961
parallel,12,12,11,0.003983
simd,12,12,11,0.001995
sequential,12,12,11,0.012999
parallel,12,12,11,0.004001
simd,12,12,11,0.003561
sequential,12,12,11,0.015002
parallel,12,12,11,0.00198
simd,12,12,11,0.004009
sequential,12,12,11,0.014003
parallel,12,12,11,0
simd,12,12,11,0.002999
sequential,12,12,11,0.014001
parallel,12,12,11,0.002996
simd,12,12,11,0.004991
sequential,24,12,11,0.011003
parallel,24,12,11,0.001992
simd,24,12,11,0.001979
sequential,24,12,11,0.011997
parallel,24,12,11,0.003001
simd,24,12,11,0.002
sequential,24,12,11,0.014984
parallel,24,12,11,0.003009
simd,24,12,11,0.002852
sequential,24,12,11,0.011998
parallel,24,12,11,0.001999
simd,24,12,11,0.002001
sequential,24,12,11,0.015046
parallel,24,12,11,0.002002
simd,24,12,11,0.002999
sequential,24,12,11,0.011986
parallel,24,12,11,0.002999
simd,24,12,11,0.003001
sequential,24,12,11,0.01301
parallel,24,12,11,0.001991
simd,24,12,11,0.002995
sequential,24,12,11,0.007042
parallel,24,12,11,0.001996
simd,24,12,11,0.001999
sequential,24,12,11,0.012988
parallel,24,12,11,0.002002
simd,24,12,11,0.001993
sequential,24,12,11,0.012996
parallel,24,12,11,0.001997
simd,24,12,11,0.002
sequential,1,14,13,0.205002
parallel,1,14,13,0.213036
simd,1,14,13,0.204996
sequential,1,14,13,0.213168
parallel,1,14,13,0.205145
simd,1,14,13,0.213027
sequential,1,14,13,0.20602
parallel,1,14,13,0.194099
simd,1,14,13,0.20899
sequential,1,14,13,0.206002
parallel,1,14,13,0.203956
simd,1,14,13,0.19708
sequential,1,14,13,0.214975
parallel,1,14,13,0.196993
simd,1,14,13,0.201119
sequential,1,14,13,0.207748
parallel,1,14,13,0.211022
simd,1,14,13,0.201938
sequential,1,14,13,0.200999
parallel,1,14,13,0.206962
simd,1,14,13,0.208023
sequential,1,14,13,0.202959
parallel,1,14,13,0.204995
simd,1,14,13,0.206109
sequential,1,14,13,0.206756
parallel,1,14,13,0.208128
simd,1,14,13,0.200089
sequential,1,14,13,0.207
parallel,1,14,13,0.203823
simd,1,14,13,0.207028
sequential,2,14,13,0.212138
parallel,2,14,13,0.104971
simd,2,14,13,0.099035
sequential,2,14,13,0.203001
parallel,2,14,13,0.097
simd,2,14,13,0.142999
sequential,2,14,13,0.209009
parallel,2,14,13,0.099002
