naif,N:10000.0,0.659096
naif,N:10000.0,0.604568
naif,N:10000.0,0.509658
naif,N:10000.0,0.602958
naif,N:10000.0,0.632826
naif,N:10000.0,0.582237
naif,N:10000.0,0.704844
naif,N:10000.0,0.590713
naif,N:10000.0,0.584417
naif,N:10000.0,0.635479
naif,N:100000.0,0.636981
naif,N:100000.0,0.59181
naif,N:100000.0,0.583321
naif,N:100000.0,0.555014
naif,N:100000.0,0.613238
naif,N:100000.0,0.601323
naif,N:100000.0,0.523799
naif,N:100000.0,0.520722
naif,N:100000.0,0.607942
naif,N:100000.0,0.577358
naif,N:1000000.0,0.641357
naif,N:1000000.0,0.645131
naif,N:1000000.0,0.6382
naif,N:1000000.0,0.594969
naif,N:1000000.0,0.70163
naif,N:1000000.0,0.611157
naif,N:1000000.0,0.697943
naif,N:1000000.0,0.616607
naif,N:1000000.0,0.633689
naif,N:1000000.0,0.61677
naif,N:10000000.0,0.711036
naif,N:10000000.0,0.735297
naif,N:10000000.0,0.745849
naif,N:10000000.0,0.745259
naif,N:10000000.0,0.747531
naif,N:10000000.0,0.71528
naif,N:10000000.0,0.76383
naif,N:10000000.0,0.747158
naif,N:10000000.0,0.757593
naif,N:10000000.0,0.773805
naif,N:100000000.0,2.07229
naif,N:100000000.0,2.03916
naif,N:100000000.0,2.09924
naif,N:100000000.0,2.05363
naif,N:100000000.0,2.04119
naif,N:100000000.0,2.06908
naif,N:100000000.0,2.06566
naif,N:100000000.0,2.07526
naif,N:100000000.0,2.09468
naif,N:100000000.0,2.10983
reduction,N:10000.0,0.612539
reduction,N:10000.0,0.562894
reduction,N:10000.0,0.655594
reduction,N:10000.0,0.547675
reduction,N:10000.0,0.535841
reduction,N:10000.0,0.619301
reduction,N:10000.0,0.624469
reduction,N:10000.0,0.595502
reduction,N:10000.0,0.591289
reduction,N:10000.0,0.518845
reduction,N:100000.0,0.500066
reduction,N:100000.0,0.617803
reduction,N:100000.0,0.627928
reduction,N:100000.0,0.658356
reduction,N:100000.0,0.6108
reduction,N:100000.0,0.596716
reduction,N:100000.0,0.544666
reduction,N:100000.0,0.574838
reduction,N:100000.0,0.488095
reduction,N:100000.0,0.589381
reduction,N:1000000.0,0.577019
reduction,N:1000000.0,0.603541
reduction,N:1000000.0,0.609765
reduction,N:1000000.0,0.639712
reduction,N:1000000.0,0.563979
reduction,N:1000000.0,0.623951
reduction,N:1000000.0,0.620657
reduction,N:1000000.0,0.59144
reduction,N:1000000.0,0.59368
reduction,N:1000000.0,0.618987
reduction,N:10000000.0,0.60414
reduction,N:10000000.0,0.635671
reduction,N:10000000.0,0.66452
reduction,N:10000000.0,0.619205
reduction,N:10000000.0,0.611738
reduction,N:10000000.0,0.659623
reduction,N:10000000.0,0.62365
reduction,N:10000000.0,0.631344
reduction,N:10000000.0,0.672252
reduction,N:10000000.0,0.586555
reduction,N:100000000.0,1.0879
reduction,N:100000000.0,1.00059
reduction,N:100000000.0,1.03859
reduction,N:100000000.0,1.00161
reduction,N:100000000.0,0.900659
reduction,N:100000000.0,0.968991
reduction,N:100000000.0,1.06217
reduction,N:100000000.0,0.969379
reduction,N:100000000.0,1.02037
reduction,N:100000000.0,1.01734
full-reduction,N:10000.0,0.588926
full-reduction,N:10000.0,0.615213
full-reduction,N:10000.0,0.626056
full-reduction,N:10000.0,0.578906
full-reduction,N:10000.0,0.604197
full-reduction,N:10000.0,0.621029
full-reduction,N:10000.0,0.610739
full-reduction,N:10000.0,0.611009
full-reduction,N:10000.0,0.610025
full-reduction,N:10000.0,0.602351
full-reduction,N:100000.0,0.546231
full-reduction,N:100000.0,0.589692
full-reduction,N:100000.0,0.543565
full-reduction,N:100000.0,0.582891
full-reduction,N:100000.0,0.602219
full-reduction,N:100000.0,0.599211
full-reduction,N:100000.0,0.604374
full-reduction,N:100000.0,0.644656
full-reduction,N:100000.0,0.636214
full-reduction,N:100000.0,0.614087
full-reduction,N:1000000.0,0.587267
full-reduction,N:1000000.0,0.629382
full-reduction,N:1000000.0,0.602966
full-reduction,N:1000000.0,0.609618
full-reduction,N:1000000.0,0.601029
full-reduction,N:1000000.0,0.611948
full-reduction,N:1000000.0,0.660181
full-reduction,N:1000000.0,0.626627
full-reduction,N:1000000.0,0.568583
full-reduction,N:1000000.0,0.635468
full-reduction,N:10000000.0,0.619118
full-reduction,N:10000000.0,0.615448
full-reduction,N:10000000.0,0.598315
full-reduction,N:10000000.0,0.674562
full-reduction,N:10000000.0,0.581471
full-reduction,N:10000000.0,0.503551
full-reduction,N:10000000.0,0.535789
full-reduction,N:10000000.0,0.604527
full-reduction,N:10000000.0,0.602042
full-reduction,N:10000000.0,0.585134
full-reduction,N:100000000.0,0.631254
full-reduction,N:100000000.0,0.648981
full-reduction,N:100000000.0,0.686327
full-reduction,N:100000000.0,0.683621
full-reduction,N:100000000.0,0.620636
full-reduction,N:100000000.0,0.652975
full-reduction,N:100000000.0,0.592761
full-reduction,N:100000000.0,0.690775
full-reduction,N:100000000.0,0.633451
full-reduction,N:100000000.0,0.695455
