reduce,1,10000.0,0.000000
divided,1,10000.0,0.004013
atomic,1,10000.0,0.000000
reduce,1,10000.0,0.000000
divided,1,10000.0,0.000000
atomic,1,10000.0,0.000000
reduce,1,10000.0,0.000000
divided,1,10000.0,0.004009
atomic,1,10000.0,0.000000
reduce,1,10000.0,0.000000
divided,1,10000.0,0.003748
atomic,1,10000.0,0.000000
reduce,1,10000.0,0.000000
divided,1,10000.0,0.000000
atomic,1,10000.0,0.004005
reduce,1,10000.0,0.000000
divided,1,10000.0,0.000000
atomic,1,10000.0,0.000000
reduce,1,10000.0,0.000000
divided,1,10000.0,0.000000
atomic,1,10000.0,0.000000
reduce,1,10000.0,0.000000
divided,1,10000.0,0.000000
atomic,1,10000.0,0.000000
reduce,1,10000.0,0.000000
divided,1,10000.0,0.000000
atomic,1,10000.0,0.000000
reduce,1,10000.0,0.000000
divided,1,10000.0,0.000000
atomic,1,10000.0,0.000000
reduce,2,10000.0,0.000000
divided,2,10000.0,0.003999
atomic,2,10000.0,0.000000
reduce,2,10000.0,0.000000
divided,2,10000.0,0.004006
atomic,2,10000.0,0.000000
reduce,2,10000.0,0.000000
divided,2,10000.0,0.000000
atomic,2,10000.0,0.003996
reduce,2,10000.0,0.000000
divided,2,10000.0,0.000000
atomic,2,10000.0,0.000762
reduce,2,10000.0,0.000000
divided,2,10000.0,0.000000
atomic,2,10000.0,0.003998
reduce,2,10000.0,0.000000
divided,2,10000.0,0.003998
atomic,2,10000.0,0.003997
reduce,2,10000.0,0.000000
divided,2,10000.0,0.000000
atomic,2,10000.0,0.003958
reduce,2,10000.0,0.000000
divided,2,10000.0,0.000000
atomic,2,10000.0,0.000000
reduce,2,10000.0,0.000000
divided,2,10000.0,0.000000
atomic,2,10000.0,0.000000
reduce,2,10000.0,0.000000
divided,2,10000.0,0.000000
atomic,2,10000.0,0.000000
reduce,4,10000.0,0.004002
divided,4,10000.0,0.004008
atomic,4,10000.0,0.003994
reduce,4,10000.0,0.000000
divided,4,10000.0,0.000000
atomic,4,10000.0,0.000000
reduce,4,10000.0,0.000000
divided,4,10000.0,0.000000
atomic,4,10000.0,0.000000
reduce,4,10000.0,0.000000
divided,4,10000.0,0.000000
atomic,4,10000.0,0.004000
reduce,4,10000.0,0.000000
divided,4,10000.0,0.003999
atomic,4,10000.0,0.003997
reduce,4,10000.0,0.000000
divided,4,10000.0,0.000000
atomic,4,10000.0,0.000000
reduce,4,10000.0,0.000000
divided,4,10000.0,0.000516
atomic,4,10000.0,0.000000
reduce,4,10000.0,0.000000
divided,4,10000.0,0.000000
atomic,4,10000.0,0.004002
reduce,4,10000.0,0.000000
divided,4,10000.0,0.000000
atomic,4,10000.0,0.000000
reduce,4,10000.0,0.003997
divided,4,10000.0,0.000000
atomic,4,10000.0,0.000000
reduce,6,10000.0,0.004001
divided,6,10000.0,0.004001
atomic,6,10000.0,0.000000
reduce,6,10000.0,0.000000
divided,6,10000.0,0.000000
atomic,6,10000.0,0.000000
reduce,6,10000.0,0.000000
divided,6,10000.0,0.000000
atomic,6,10000.0,0.003998
reduce,6,10000.0,0.000000
divided,6,10000.0,0.000000
atomic,6,10000.0,0.000000
reduce,6,10000.0,0.000000
divided,6,10000.0,0.003999
atomic,6,10000.0,0.000000
reduce,6,10000.0,0.001313
divided,6,10000.0,0.004006
atomic,6,10000.0,0.003999
reduce,6,10000.0,0.000000
divided,6,10000.0,0.000000
atomic,6,10000.0,0.003996
reduce,6,10000.0,0.004001
divided,6,10000.0,0.000000
atomic,6,10000.0,0.004047
reduce,6,10000.0,0.000000
divided,6,10000.0,0.004010
atomic,6,10000.0,0.000000
reduce,6,10000.0,0.000000
divided,6,10000.0,0.000000
atomic,6,10000.0,0.003993
reduce,8,10000.0,0.000000
divided,8,10000.0,0.004015
atomic,8,10000.0,0.003994
reduce,8,10000.0,0.000000
divided,8,10000.0,0.000000
atomic,8,10000.0,0.003998
reduce,8,10000.0,0.000000
divided,8,10000.0,0.004030
atomic,8,10000.0,0.004003
reduce,8,10000.0,0.000000
divided,8,10000.0,0.003999
atomic,8,10000.0,0.000000
reduce,8,10000.0,0.000000
divided,8,10000.0,0.000000
atomic,8,10000.0,0.003995
reduce,8,10000.0,0.000000
divided,8,10000.0,0.003996
atomic,8,10000.0,0.003998
reduce,8,10000.0,0.000000
divided,8,10000.0,0.004001
atomic,8,10000.0,0.004001
reduce,8,10000.0,0.000000
divided,8,10000.0,0.000000
atomic,8,10000.0,0.003999
reduce,8,10000.0,0.000000
divided,8,10000.0,0.004001
atomic,8,10000.0,0.000000
reduce,8,10000.0,0.004002
divided,8,10000.0,0.003976
atomic,8,10000.0,0.004011
